nucleus_id,morph_emb_0,morph_emb_1,morph_emb_2,morph_emb_3,morph_emb_4,morph_emb_5,morph_emb_6,morph_emb_7,morph_emb_8,morph_emb_9,morph_emb_10,morph_emb_11,morph_emb_12,morph_emb_13,morph_emb_14,morph_emb_15,morph_emb_16,morph_emb_17,morph_emb_18,morph_emb_19,morph_emb_20,morph_emb_21,morph_emb_22,morph_emb_23,morph_emb_24,morph_emb_25,morph_emb_26,morph_emb_27,morph_emb_28,morph_emb_29,morph_emb_30,morph_emb_31
557058,0.7486648559570312,0.003966322168707848,-0.40982839465141296,0.5497011542320251,0.8772316575050354,-0.8618807196617126,0.6298964023590088,-0.6301213502883911,-1.311927318572998,-0.7827813625335693,-0.6822205781936646,0.6975501179695129,0.10232256352901459,0.6255924701690674,-0.2413536161184311,-2.163853645324707,-0.7202021479606628,0.6782088279724121,0.07738596200942993,0.24608613550662994,-0.40414959192276,-0.21812954545021057,0.30071166157722473,-1.3972889184951782,1.1180139780044556,-0.18337053060531616,0.24625526368618011,0.49613767862319946,0.008009165525436401,0.3495526611804962,-1.490971565246582,0.034168243408203125
155650,0.6084808111190796,-0.4151405692100525,0.36580967903137207,0.7321165800094604,-0.10735733807086945,-1.3460267782211304,-0.5979639291763306,-0.6185343861579895,-0.4291532039642334,0.5311370491981506,0.0030695945024490356,0.0771927535533905,0.5729405879974365,1.1759902238845825,-1.1025737524032593,-0.21044579148292542,-0.41150444746017456,0.8550364375114441,-0.4920596182346344,0.278225302696228,-1.7775487899780273,-0.04253681004047394,-1.0160528421401978,-1.069678544998169,0.03184664994478226,-0.7030838131904602,0.3670778274536133,-0.054149284958839417,0.3413674831390381,0.7570092082023621,-1.037781834602356,-1.0011210441589355
425987,0.27546951174736023,0.38423699140548706,-0.5914952158927917,1.4225517511367798,0.5873097777366638,-1.2796934843063354,0.8231865167617798,-0.4598429203033447,-0.6206603646278381,-0.6702713370323181,-0.8870172500610352,1.2160918712615967,-0.0613495334982872,0.43577390909194946,-0.6819885969161987,-1.6503210067749023,-0.414908230304718,0.8500049710273743,0.2957615554332733,0.9236260652542114,0.2998875677585602,0.13165616989135742,0.09479175508022308,-1.2211551666259766,1.0036945343017578,-0.6545254588127136,-0.08374032378196716,0.7453815340995789,0.2262643426656723,0.03432323783636093,-1.5419416427612305,-0.34291940927505493
262149,0.6428753137588501,0.5540927052497864,-0.62925785779953,1.2791861295700073,0.8341848254203796,-0.88752281665802,1.0526598691940308,-0.2524360120296478,-0.4790459871292114,-0.7341113090515137,-1.0400795936584473,1.208496332168579,-0.10531916469335556,0.10586059838533401,-0.7090762853622437,-1.8504431247711182,-0.37908703088760376,0.6905858516693115,0.22707824409008026,1.2789058685302734,0.5044685006141663,0.15556111931800842,0.12196260690689087,-1.371946930885315,0.9466314911842346,-0.39950722455978394,-0.18061359226703644,0.9655147790908813,0.5149035453796387,0.11843369156122208,-1.4902746677398682,-0.10110937058925629
557067,-0.09949354827404022,0.3171061873435974,-0.48728588223457336,0.963860273361206,0.8054836392402649,-1.050071358680725,1.2712116241455078,-0.22031214833259583,-0.9381723403930664,-0.45188233256340027,-0.17206208407878876,0.9825071096420288,-0.6558890342712402,-0.34160903096199036,-1.0353044271469116,-1.5746479034423828,-0.3627395033836365,0.5655325651168823,0.12952236831188202,0.8080402612686157,-0.5645130276679993,0.7869532108306885,0.7112195491790771,-1.3273217678070068,0.9146969318389893,-0.7340535521507263,0.24478627741336823,0.23514772951602936,0.24168096482753754,0.4454815685749054,-1.314073085784912,0.12006949633359909
294933,1.4134560823440552,-0.6078595519065857,0.23672637343406677,0.15632788836956024,0.7958805561065674,-0.7911965847015381,-0.27278563380241394,-0.3012154996395111,-0.7415815591812134,0.047055959701538086,-0.46597397327423096,0.25506120920181274,0.9123603701591492,1.4199649095535278,-0.6452255249023438,-1.0532355308532715,-0.7025048136711121,0.6994898915290833,-0.28264302015304565,0.2668810784816742,-1.7272472381591797,-0.15773329138755798,-0.792987585067749,-1.2852863073349,0.5821273922920227,0.09987839311361313,0.22190648317337036,0.5677151679992676,0.5116432309150696,0.4247180223464966,-1.3615854978561401,-0.16240982711315155
393240,0.3358694911003113,0.17540830373764038,-0.12506528198719025,1.137356162071228,0.4656221866607666,-1.1183099746704102,0.1666313260793686,-0.860776424407959,-1.1372333765029907,0.1583510935306549,-0.5625410676002502,0.27981555461883545,-0.09690714627504349,0.8206033110618591,-0.461218923330307,-1.4076025485992432,-0.6290112137794495,0.8563348054885864,-0.2580109238624573,0.24725966155529022,-0.7127490043640137,-0.20148161053657532,-0.2231663167476654,-1.3468258380889893,0.5719155073165894,-0.21046879887580872,0.3782871961593628,0.12834863364696503,0.2274349480867386,1.1584922075271606,-1.4305521249771118,-0.7304174900054932
221210,-0.6052730083465576,-0.1678650677204132,0.24552345275878906,1.2232728004455566,-0.8871151804924011,-1.5716239213943481,-0.7393460273742676,-0.46107253432273865,0.2166636735200882,0.04566463828086853,-0.004843682050704956,0.7403095364570618,0.5380186438560486,0.7952160835266113,-1.2947630882263184,0.7173070907592773,0.5701323747634888,1.1408114433288574,0.16562595963478088,0.6418828368186951,-0.531858503818512,-0.29160648584365845,-0.49031582474708557,0.5583967566490173,0.3612898588180542,-2.259042978286743,-0.22672007977962494,-0.19436334073543549,-0.8062215447425842,-0.7677869200706482,-0.4607260823249817,-0.9263712167739868
303145,1.2396442890167236,-0.23664861917495728,-0.39247047901153564,-0.4619511067867279,0.3666861057281494,-1.009289264678955,1.918400764465332,0.42124971747398376,-0.5868391394615173,-0.8670451045036316,0.15743966400623322,0.7432351112365723,-0.4080927073955536,-0.8715031147003174,-1.3701231479644775,-1.741410732269287,-0.29994916915893555,-0.3084559440612793,0.39054957032203674,0.6464249491691589,-0.7354680895805359,0.3150061368942261,0.4179393947124481,-1.919299840927124,0.01527191698551178,-0.5958218574523926,1.0199335813522339,-0.26652830839157104,0.5119879245758057,0.3437444865703583,-0.40579086542129517,0.5497364401817322
327726,0.8198491334915161,-1.0430711507797241,0.1274273693561554,0.809673547744751,0.6440158486366272,-1.133324384689331,0.07839140295982361,0.027540577575564384,-0.8875325918197632,-1.0397162437438965,-1.3993388414382935,1.4067258834838867,0.746712327003479,1.3580173254013062,-0.32669663429260254,-1.573263168334961,-0.847739577293396,0.8671468496322632,0.4380461275577545,0.20151278376579285,-0.3240676522254944,-0.8686593770980835,-0.20073577761650085,-0.7126278877258301,1.184012770652771,-0.4867955148220062,-0.43558865785598755,0.9757661819458008,-0.3326561450958252,-0.4441515803337097,-1.0783878564834595,0.06611630320549011
262198,0.608629584312439,0.741864025592804,0.07338500767946243,1.621207594871521,0.12123952805995941,-1.625725269317627,0.0010937899351119995,-0.6055328249931335,0.5657985806465149,-0.4470398426055908,-0.7238743305206299,1.236875057220459,0.328204870223999,0.5412426590919495,-1.2025843858718872,-0.6290190815925598,0.41258853673934937,0.9412967562675476,0.48260682821273804,1.6393276453018188,-0.011254634708166122,0.14162802696228027,-0.7971255779266357,-0.6315361857414246,0.5422773957252502,-1.564260482788086,-0.2715052366256714,0.6460697054862976,0.035141721367836,-0.39625084400177,-1.4593428373336792,-0.8580296635627747
303164,1.0473425388336182,0.05306141823530197,-0.29800644516944885,0.38211554288864136,0.37670373916625977,-1.1190974712371826,2.0304741859436035,0.7301684021949768,-0.2240114063024521,-1.078730821609497,-0.467464804649353,1.1793155670166016,-0.47706809639930725,-1.094704031944275,-1.4317020177841187,-1.8290934562683105,-0.05810493230819702,-0.1739012897014618,0.8244123458862305,1.1258493661880493,0.23862364888191223,-0.0002652853727340698,0.3700156509876251,-1.6782562732696533,0.1966060996055603,-1.1365857124328613,0.6030008792877197,0.001994684338569641,0.17637847363948822,0.06942468136548996,-0.3262516260147095,0.43997907638549805
